charge_rate,discharge_rate,temperature,cycle_number,electrolyte_concentration,electrode_loading,specific_capacity
2.1854305348131313,4.133480698238282,43.21375753058743,178,0.9094473236584285,3.8291424440277018,101.18
4.7782143788446225,4.53241084965572,43.617857310077625,163,1.3933043656430977,7.373605475246854,85.61
3.793972738151323,1.9310156373733873,42.44593170661346,380,0.8690705120199732,6.945025923663167,51.75
3.1939631788866647,0.9952336603745454,26.10476100766333,33,1.4594346587884828,4.865301744262724,122.37
1.2020838819909643,1.5257082314387376,15.463698495866023,417,1.3298366016480525,2.908460737597032,90.34
1.201975341512912,2.4219850488181534,42.84955687763176,445,1.8652450193099597,7.372585564742397,93.58
0.7613762547568976,4.181066446651219,27.84552444951943,179,1.2210980150624944,6.162461607230346,112.32
4.3977926559872085,4.373287624653545,43.999644571310085,427,0.9404804197131271,8.178547133885115,36.9
3.20501755284444,0.5312845873903582,43.90859931267758,101,0.9715900184634031,6.161308008895947,104.5
3.6863266000822046,2.798362861599046,40.5902836640208,268,1.7138127580609668,8.817452002548322,78.6
0.592630224331111,2.3783495141695052,23.83346676208757,323,1.5418616759795132,6.415254710195884,100.27
4.864594334728975,1.4994851471182862,26.552931858057757,65,0.9213472113473483,6.48750377228309,73.31
4.2459918836018975,1.0393941530015727,40.534100145505704,417,0.900928167337997,9.013228821266761,33.81
1.4555259980522428,2.0192682713163257,24.50766015468833,168,1.641162957750944,5.227862929699176,124.96
1.318212352431953,4.743093667606336,20.084782400582775,330,0.8873156076370323,3.072121827605126,95.62
1.325320294340452,1.9544131940933984,31.704037873750504,43,1.7862320711484274,2.230261410506712,159.48
1.8690900933179198,2.8345577978451475,43.08464322482343,44,1.6474906725877956,8.041098045388953,135.62
2.86140394234507,3.6635853150283,35.88089390024919,285,0.8976185367702798,6.962476410827717,76.72
2.4437525838895207,2.136333210706823,32.10183510268095,397,0.9018052569022303,7.6326381447937885,47.78
1.8105311308911887,4.873019372244323,17.915294813123054,12,1.9839674942014105,3.703713292071286,165.4
3.2533380262507077,4.8310128272395,33.45021680097509,95,1.2491249549073444,3.090971804694158,114.56
1.1277223729341883,1.6330203312141387,44.7016155031279,302,1.2447705764802692,2.1163573253430554,129.25
1.8146509184084816,2.7376182765157346,19.202520457095723,386,1.7753594807090032,4.804700470452776,89.63
2.148628294821613,1.8539523941754634,30.5498895709121,253,1.9366982928606304,6.719341494837065,93.36
2.552314928976662,1.7817822246986044,41.32119215783867,499,1.9832012765874452,5.1379523607978586,83.58
4.033291826268561,0.6659912630953976,37.22305853262613,242,1.70405382231073,5.4997993761898325,92.99
1.3985320197126188,3.243039502909536,35.910472229858044,35,1.2515115026370989,9.233269555949988,123.79
2.814054972861252,2.7620556045298765,36.07452251961328,215,0.9002008600384026,4.786043736186403,84.43
3.165865559879191,0.731654380624952,25.784734536592655,337,1.732576299112924,6.111915913278486,86.79
0.7090268572399898,1.7539090890647515,23.8077553279348,90,1.470085099682966,8.269224101929144,107.77
3.2339518335564725,4.587196486849941,39.28083466435541,264,1.3090664110963717,5.172342258570161,90.76
1.2673585565928118,1.5780285080013758,39.30340184037542,93,1.887625262113683,6.976693601822988,130.99
0.7927321684337578,1.152026924410504,41.01216955740311,410,0.9334369787673816,8.89890966997396,70.09
4.7699849176399995,2.7025374212490334,42.397216576694134,458,1.391150125149031,9.596164989261137,39.96
4.845344148835517,4.935427043497703,30.340271965828133,90,0.8136243737209029,3.1765878474323035,84.98
4.137788066524076,1.589248721801752,30.045488840615988,418,1.3623927703929515,9.412701001291955,39.4
1.870761961280168,3.5246099633264536,38.948855369003255,115,0.8675639308182048,5.9369303446363055,116.18
0.9395245130287274,3.927288268979229,34.498917923332954,105,0.9425814995216864,4.065955106391667,124.64
3.579048619304706,1.5693689479657986,36.059006317731104,391,0.9410314961325259,5.6730860499060904,67.65
2.480686221828206,3.776973568753368,38.873780083083034,196,1.5790523625392763,9.840260602283816,81.88
1.0491720568015048,2.1550240972366392,41.70016025452699,314,1.6952538551185081,5.940944751942957,118.89
2.728296095500716,3.3453762376711076,25.139854705546075,114,1.5000425181165915,4.630012882300066,124.87
0.6547483450184828,3.3508836984240262,26.26748857919832,493,1.9546070581694504,7.067206834533806,77.73
4.59194180935452,2.910986078336413,17.81945819522607,75,1.249844695428445,3.9211649502255446,90.52
1.6645099172000761,0.9063039652448374,32.34840422988522,413,1.142854503538233,2.6069066248693114,101.21
3.481350279592919,4.25886123015157,16.078268213902263,376,1.8423189538273523,3.031037775285194,86.45
1.9026998424023494,1.9435102923728111,28.967940543973803,420,1.0683150062233433,3.0243667116621795,90.81
2.8403060953001487,1.339333296799344,31.2793390412273,217,1.9558670473287336,3.215221548098355,117.4
2.9601962570447586,0.6834881369964376,23.596237563848533,277,0.8145853696277796,3.110617381195281,81.72
1.3318450498648717,3.159018244347088,32.724997817070324,249,1.9638545920491668,7.126997958425717,113.46
4.863130824940513,3.549039628290271,15.915007498171484,164,0.8517918943406914,3.4550406751931586,78.29
3.9880977051250155,0.5746452301753526,16.12044566247643,394,1.8693717364376854,4.765338266590906,75.01
4.727745237038851,2.8044187623467645,39.67801681978975,357,1.4332413309035599,9.174307279248094,52.72
4.526723076924419,1.5192309883907207,25.805719242337886,457,1.9915577553431605,5.791693122102979,63.34
3.1905499046498833,3.403277556842524,18.811815379556542,408,0.8885558776824787,7.340461908168217,40.78
4.6484340576040255,1.2846489305224615,30.667297801644132,192,1.464625141281585,3.3785589696130387,90.11
0.8982162592336378,3.609219821461097,38.09980659295832,227,1.9631630427429188,3.538312150469366,145.29
1.3819228808861534,2.2403090583524183,21.474630824905297,177,1.4277174130041788,2.326948930131831,123.61
0.7035228000974213,4.715284949315305,33.68671427457001,99,1.555278365762315,3.3514805045773164,152.51
1.9639864884346896,1.1188442486569696,17.56042394981304,496,1.6348984267815405,4.228722712255669,97.2
2.249047803602669,2.0347985797261634,16.55045163505823,36,1.345449277721328,3.4160838742139745,139.09
1.7210706429825315,1.010630845582651,30.94063894704444,466,1.5530696961008763,2.709620270056445,98.8
4.229318791183682,4.661121282253532,31.219053648303195,497,1.5011771743077205,2.9650869688048065,79.52
2.105389970121152,4.448027090214414,34.1228970449462,487,1.8813896125891867,5.686230144261806,87.93
1.7642052935932133,1.6607373247182002,36.78274001167985,96,0.8545356564097495,3.65066974724634,108.98
2.942132374212118,3.4699282071538056,44.275562383876036,152,1.1371558275106763,4.914158888384604,100.79
1.1341590123864318,4.177499900905471,30.48901044903586,151,1.9404937808918705,6.027338166838855,119.22
4.109886413393179,2.9984036521975805,24.688694188237378,190,1.8683165406690996,7.523158629034922,82.1
0.8354778965589686,2.8834276026020293,38.85558584306111,224,1.3467881033428557,2.3144971187287915,134.8
4.940991214702327,1.5883353090520327,23.124967537862226,37,1.544159117361844,8.395283191272341,101.54
3.9751014618349583,0.9189624551265465,28.169142621169083,268,1.1328574195773593,7.023203115927262,65.35
1.3942205669037757,4.5374709107899704,17.35369144026798,369,1.0257453916685135,2.6540722555909753,90.08
0.5248495270562108,4.551881257234987,15.760522302463725,183,1.3564380859279788,8.988628992854217,101.63
4.169576428046754,3.348956557729706,43.87945244033775,13,1.2240226736312634,9.366979204254505,90.3
3.680858047314277,2.0256340597191533,40.079403615366175,279,1.5003873342210465,2.48862367883891,105.49
3.780532256184443,2.071443085756974,35.87922618281094,217,0.8932815643579819,4.21502118517763,88.82
3.970716560086756,3.766800554916077,27.268588332428095,355,1.9692737691993998,8.44961023834449,57.34
0.8332009328034067,4.536996169786597,20.19882960212537,361,1.9834528933755236,7.986077523069267,104.95
2.113095778449227,4.491888909193028,19.69311128013258,286,1.6377940568236942,3.4761681548510186,107.43
1.0214107678630837,4.009439956359307,22.50728694493786,273,1.4433156396129445,3.6747945866936824,110.26
4.383965416440171,3.389142407694295,31.476799941183614,369,1.1714331395435933,4.963776822331056,66.71
3.304841570724011,0.8786298424777197,36.437877681001865,62,1.7765540236483384,5.876183881528171,142.18
1.9890411118369213,1.227329213425762,34.80592130153194,84,1.6216774070646551,6.946038172242368,126.0
0.7860125762871064,4.543493848371857,23.398016908378285,368,0.9951403272138696,4.951309116558179,90.9
